campeonato,partida,data,estadio,gols
2019,198,2019-09-22,Estádio Vasco da Gama,2
2019,199,2019-09-22,Estádio do Governo do Estado de Goiás (Serra Dourada),3
2019,200,2019-09-23,Ressacada,1
2019,201,2019-09-25,Arena Castelão,0
2019,202,2019-09-25,Itaipava Arena Fonte Nova,2
2019,203,2019-09-25,Maracanã,4
2019,204,2019-09-25,Morumbi,1
2019,205,2019-09-26,Estádio Municipal Paulo Machado de Carvalho,8
2019,206,2019-09-26,Maracanã,2
2019,207,2019-09-26,Arena do Grêmio,7
2019,208,2019-09-26,Estádio Joaquim Américo Guimarães,5
2019,209,2019-10-02,Estádio Raimundo Sampaio,3
2019,210,2019-10-02,Arena Condá,1
2019,211,2019-09-28,Maracanã,0
2019,212,2019-09-29,Neo Química Arena,1
2019,213,2019-09-29,Estádio Urbano Caldeira,2
2019,214,2019-09-29,Estádio José Pinheiro Borda,2
2019,215,2019-09-29,Maracanã,3
2019,216,2019-09-29,Estádio Joaquim Américo Guimarães,2
2019,217,2019-09-29,Estádio Raimundo Sampaio,3
2019,218,2019-09-30,Ressacada,2
2019,219,2019-09-30,Arena Castelão,1
2019,220,2019-09-30,Estádio do Governo do Estado de Goiás (Serra Dourada),1
2019,221,2019-10-05,Estádio Vasco da Gama,1
2019,222,2019-10-05,Estádio Municipal Paulo Machado de Carvalho,3
2019,223,2019-10-05,Arena do Grêmio,0
2019,224,2019-10-05,Itaipava Arena Fonte Nova,3
2019,225,2019-10-05,Mineirão,2
2019,226,2019-10-06,Arena Condá,1
2019,227,2019-10-06,Arena Castelão,1
2019,228,2019-10-06,Allianz Parque,2
2019,229,2019-10-06,Estádio Nilton Santos,1
2019,230,2019-10-06,Estádio Rei Pelé,4
2019,231,2019-10-09,Estádio Rei Pelé,1
2019,232,2019-10-09,Estádio Nilton Santos,4
2019,233,2019-10-09,Arena Castelão,2
2019,234,2019-10-09,Itaipava Arena Fonte Nova,0
2019,235,2019-10-09,Estádio Francisco Stédile (Centenário),3
2019,236,2019-10-09,Mineirão,0
2019,237,2019-10-09,Estádio Urbano Caldeira,2
2019,238,2019-10-10,Neo Química Arena,4
2019,239,2019-10-10,Ressacada,0
2019,240,2019-10-10,Maracanã,4
2019,241,2019-10-12,Estádio do Governo do Estado de Goiás (Serra Dourada),1
2019,242,2019-10-12,Maracanã,2
2019,243,2019-10-12,Estádio Municipal Paulo Machado de Carvalho,1
2019,244,2019-10-13,Estádio José Pinheiro Borda,0
2019,245,2019-10-13,Estádio Joaquim Américo Guimarães,2
2019,246,2019-10-13,Arena Castelão,1
2019,247,2019-10-13,Estádio Vasco da Gama,1
2019,248,2019-10-13,Morumbi,1
2019,249,2019-10-13,Estádio Raimundo Sampaio,5
2019,250,2019-10-13,Arena Condá,2
2019,251,2019-10-16,Estádio Rei Pelé,4
2019,252,2019-10-16,Arena do Grêmio,1
2019,253,2019-10-16,Arena Castelão,3
2019,254,2019-10-16,Mineirão,1
2019,255,2019-10-16,Allianz Parque,1
2019,256,2019-10-16,Estádio do Governo do Estado de Goiás (Serra Dourada),4
2019,257,2019-10-16,Estádio Vasco da Gama,3
2019,258,2019-10-17,Ressacada,2
2019,259,2019-10-17,Estádio Urbano Caldeira,3
2019,260,2019-10-17,Maracanã,3
2019,261,2019-10-19,Arena Castelão,3
2019,262,2019-10-19,Neo Química Arena,3
2019,263,2019-10-20,Estádio José Pinheiro Borda,1
2019,264,2019-10-20,Morumbi,1
2019,265,2019-10-20,Estádio Raimundo Sampaio,2
2019,266,2019-10-20,Maracanã,2
2019,267,2019-10-20,Arena Condá,4
2019,268,2019-10-20,Estádio Joaquim Américo Guimarães,2
2019,269,2019-10-21,Estádio de Pituaçu,3
2019,270,2019-10-21,Estádio Nilton Santos,3
2019,271,2019-10-26,Neo Química Arena,0
2019,272,2019-10-26,Arena Castelão,2
2019,273,2019-10-26,Itaipava Arena Fonte Nova,5
2019,274,2019-10-26,Maracanã,2
2019,275,2019-10-26,Mineirão,2
2019,276,2019-10-27,Estádio Joaquim Américo Guimarães,5
2019,277,2019-10-27,Arena do Grêmio,3
2019,278,2019-10-27,Morumbi,2
2019,279,2019-10-27,Ressacada,3
2019,280,2019-10-27,Maracanã,1
2019,281,2019-10-30,Allianz Parque,3
2019,282,2019-10-30,Ressacada,4
2019,283,2019-10-30,Estádio Raimundo Sampaio,2
2019,284,2019-10-30,Arena Castelão,2
2019,285,2019-10-30,Estádio Vasco da Gama,4
2019,286,2019-10-30,Estádio Rei Pelé,3
2019,287,2019-10-31,Estádio Urbano Caldeira,1
2019,288,2019-10-31,Estádio do Governo do Estado de Goiás (Serra Dourada),4
2019,289,2019-10-31,Estádio José Pinheiro Borda,2
2019,290,2019-10-31,Estádio Nilton Santos,2
2019,291,2019-11-02,Arena Castelão,4
2019,292,2019-11-02,Maracanã,0
2019,293,2019-11-02,Allianz Parque,1
2019,294,2019-11-02,Arena Condá,3
2019,295,2019-11-03,Maracanã,5
2019,296,2019-11-03,Estádio Joaquim Américo Guimarães,1
2019,297,2019-11-03,Arena do Grêmio,2
2019,298,2019-11-03,Estádio Urbano Caldeira,5
2019,299,2019-11-03,Mineirão,2
2019,300,2019-11-03,Estádio do Governo do Estado de Goiás (Serra Dourada),2
2019,301,2019-11-06,Neo Química Arena,5
2019,302,2019-11-06,Mineirão,2
2019,303,2019-11-06,Ressacada,3
2019,304,2019-11-06,Estádio Joaquim Américo Guimarães,0
2019,305,2019-11-06,Estádio Vasco da Gama,3
2019,306,2019-11-06,Itaipava Arena Fonte Nova,2
2019,307,2019-11-07,Arena Castelão,2
2019,308,2019-11-07,Morumbi,2
2019,309,2019-11-07,Estádio Nilton Santos,1
2019,310,2019-11-07,Arena do Grêmio,3
2019,311,2019-11-09,Estádio do Governo do Estado de Goiás (Serra Dourada),3
2019,312,2019-11-09,Estádio Municipal Paulo Machado de Carvalho,2
2019,313,2019-11-10,Estádio José Pinheiro Borda,3
2019,314,2019-11-10,Mineirão,0
2019,315,2019-11-10,Morumbi,1
2019,316,2019-11-10,Maracanã,4
2019,317,2019-11-10,Arena Condá,1
2019,318,2019-11-10,Arena Castelão,1
2019,319,2019-11-10,Estádio Rei Pelé,3
2019,320,2019-11-11,Estádio Nilton Santos,2
2019,321,2019-11-13,Maracanã,8
2019,322,2019-11-23,Estádio Urbano Caldeira,5
2019,323,2019-11-24,Allianz Parque,3
2019,324,2019-11-24,Mineirão,1
2019,325,2019-11-24,Estádio do Governo do Estado de Goiás (Serra Dourada),7
2019,326,2019-11-24,Estádio Nilton Santos,1
2019,327,2019-11-24,Arena Castelão,2
2019,328,2019-11-24,Estádio José Pinheiro Borda,4
2019,329,2019-11-24,Ressacada,1
2019,330,2019-11-25,Estádio Rei Pelé,1
2019,331,2019-11-16,Estádio Urbano Caldeira,2
2019,332,2019-11-16,Maracanã,2
2019,333,2019-11-17,Arena do Grêmio,1
2019,334,2019-11-17,Itaipava Arena Fonte Nova,2
2019,335,2019-11-17,Arena Condá,1
2019,336,2019-11-17,Estádio Joaquim Américo Guimarães,1
2019,337,2019-11-17,Neo Química Arena,0
2019,338,2019-11-17,Arena Castelão,3
2019,339,2019-11-18,Estádio Vasco da Gama,2
2019,340,2019-11-18,Mineirão,0
2019,341,2019-11-27,Estádio José Pinheiro Borda,3
2019,342,2019-11-27,Arena Condá,1
2019,343,2019-11-27,Itaipava Arena Fonte Nova,2
2019,344,2019-11-27,Estádio Joaquim Américo Guimarães,2
2019,345,2019-11-27,Maracanã,5
2019,346,2019-11-27,Neo Química Arena,3
2019,347,2019-11-28,Maracanã,1
2019,348,2019-11-28,Arena Castelão,3
2019,349,2019-11-28,Morumbi,1
2019,350,2019-11-28,Mineirão,1
2019,351,2019-11-30,Estádio Nilton Santos,1
2019,352,2019-11-30,Arena Castelão,2
2019,353,2019-12-01,Ressacada,2
2019,354,2019-12-01,Allianz Parque,4
2019,355,2019-12-01,Estádio do Governo do Estado de Goiás (Serra Dourada),3
2019,356,2019-12-01,Estádio Rei Pelé,3
2019,357,2019-12-01,Estádio Raimundo Sampaio,3
2019,358,2019-12-01,Estádio Urbano Caldeira,2
2019,359,2019-12-01,Arena do Grêmio,3
2019,360,2019-12-02,Estádio Vasco da Gama,1
2019,361,2019-12-04,Estádio Joaquim Américo Guimarães,1
2019,362,2019-12-04,Arena Castelão,1
2019,363,2019-12-04,Mineirão,2
2019,364,2019-12-04,Arena Condá,3
2019,365,2019-12-04,Maracanã,0
2019,366,2019-12-04,Morumbi,3
2019,367,2019-12-05,Arena do Grêmio,2
2019,368,2019-12-05,Estádio Brinco de Ouro,6
2019,369,2019-12-05,Itaipava Arena Fonte Nova,2
2019,370,2019-12-05,Maracanã,7
2019,371,2019-12-08,Neo Química Arena,3
2019,372,2019-12-08,Estádio Urbano Caldeira,4
2019,373,2019-12-08,Estádio Nilton Santos,2
2019,374,2019-12-08,Estádio Rei Pelé,3
2019,375,2019-12-08,Estádio José Pinheiro Borda,3
2019,376,2019-12-08,Mineirão,2
2019,377,2019-12-08,Estádio do Governo do Estado de Goiás (Serra Dourada),5
2019,378,2019-12-08,Maracanã,2
2019,379,2019-12-08,Ressacada,0
2019,380,2019-12-08,Arena Castelão,3
2018,1,2018-04-14,Mineirão,1
2018,2,2018-04-14,Barradão,4
2018,3,2018-04-14,Estádio Municipal Paulo Machado de Carvalho,2
2018,4,2018-04-15,Estádio Raimundo Sampaio,3
2018,5,2018-04-15,Estádio Vasco da Gama,3
2018,6,2018-04-15,Estádio José Pinheiro Borda,2
2018,7,2018-04-15,Neo Química Arena,3
2018,8,2018-04-15,Estádio Joaquim Américo Guimarães,6
2018,9,2018-04-16,Morumbi,1
2018,10,2018-04-16,Estádio Nilton Santos,2
2018,11,2018-04-21,Itaipava Arena Fonte Nova,1
2018,12,2018-04-21,Maracanã,2
2018,13,2018-04-22,Vila Capanema,4
2018,14,2018-04-22,Arena Castelão,0
2018,15,2018-04-22,Estádio Raimundo Sampaio,3
2018,16,2018-04-22,Maracanã,1
2018,17,2018-04-22,Arena Condá,2
2018,18,2018-04-22,Estádio Municipal Paulo Machado de Carvalho,1
2018,19,2018-04-22,Arena do Grêmio,0
2018,20,2018-04-23,Adelmar da Costa Carvalho,2
2018,21,2018-04-28,Estádio Nilton Santos,3
2018,22,2018-04-29,Itaipava Arena Fonte Nova,0
2018,23,2018-04-29,Arena Castelão,3
2018,24,2018-04-29,Allianz Parque,0
2018,25,2018-04-29,Vila Capanema,3
2018,26,2018-04-29,Estádio Raimundo Sampaio,1
2018,27,2018-04-29,Maracanã,2
2018,28,2018-04-29,Estádio José Pinheiro Borda,0
2018,29,2018-04-30,Estádio Raimundo Sampaio,3
2018,30,2018-09-27,Estádio Municipal Paulo Machado de Carvalho,2
2018,31,2018-05-05,Estádio Vasco da Gama,5
2018,32,2018-05-05,Morumbi,4
2018,33,2018-05-06,Neo Química Arena,2
2018,34,2018-05-06,Maracanã,2
2018,35,2018-05-06,Mineirão,1
2018,36,2018-05-06,Estádio Joaquim Américo Guimarães,4
2018,37,2018-05-06,Barradão,3
2018,38,2018-05-06,Arena do Grêmio,6
2018,39,2018-05-06,Adelmar da Costa Carvalho,2
2018,40,2018-05-07,Arena Condá,2
2018,41,2018-05-12,Arena do Grêmio,0
2018,42,2018-05-13,Mineirão,2
2018,43,2018-05-13,Estádio Joaquim Américo Guimarães,3
2018,44,2018-05-13,Estádio Vasco da Gama,5
2018,45,2018-05-13,Neo Química Arena,1
2018,46,2018-05-13,Itaipava Arena Fonte Nova,4
2018,47,2018-05-13,Arena Condá,5
2018,48,2018-05-13,Estádio Urbano Caldeira,4
2018,49,2018-05-14,Estádio Nilton Santos,3
2018,50,2018-05-14,Arena Castelão,4
2018,51,2018-05-19,Estádio Raimundo Sampaio,1
2018,52,2018-05-19,Maracanã,2
2018,53,2018-05-19,Allianz Parque,3
2018,54,2018-05-20,Barradão,3
2018,55,2018-05-20,Morumbi,1
2018,56,2018-05-20,Estádio Raimundo Sampaio,1
2018,57,2018-05-20,Vila Capanema,0
2018,58,2018-05-20,Arena de Pernambuco,2
2018,59,2018-05-20,Maracanã,2
2018,60,2018-05-21,Estádio José Pinheiro Borda,3
2018,61,2018-05-26,Maracanã,4
2018,62,2018-05-26,Allianz Parque,5
2018,63,2018-05-26,Estádio Raimundo Sampaio,1
2018,64,2018-05-27,Vila Capanema,0
2018,65,2018-05-27,Estádio José Pinheiro Borda,3
2018,66,2018-05-27,Itaipava Arena Fonte Nova,3
2018,67,2018-05-27,Estádio Municipal Paulo Machado de Carvalho,1
2018,68,2018-05-27,Estádio Nilton Santos,2
2018,69,2018-05-27,Arena Castelão,1
2018,70,2018-05-27,Estádio Raimundo Sampaio,4
2018,71,2018-05-30,Estádio Vasco da Gama,1
2018,72,2018-05-30,Barradão,5
2018,73,2018-05-30,Adelmar da Costa Carvalho,5
2018,74,2018-05-30,Arena Condá,2
2018,75,2018-05-30,Morumbi,5
2018,76,2018-05-30,Arena do Grêmio,0
2018,77,2018-05-30,Mineirão,1
2018,78,2018-05-31,Maracanã,2
2018,79,2018-05-31,Neo Química Arena,1
2018,80,2018-05-31,Estádio Joaquim Américo Guimarães,2
2018,81,2018-06-02,Estádio José Pinheiro Borda,0
2018,82,2018-06-02,Estádio Raimundo Sampaio,6
2018,83,2018-06-02,Estádio Vasco da Gama,3
2018,84,2018-06-02,Allianz Parque,4
2018,85,2018-06-03,Maracanã,1
2018,86,2018-06-03,Itaipava Arena Fonte Nova,2
2018,87,2018-06-03,Estádio Raimundo Sampaio,4
2018,88,2018-06-03,Estádio Urbano Caldeira,7
2018,89,2018-06-03,Arena Castelão,1
2018,90,2018-06-04,Vila Capanema,3
2018,91,2018-06-05,Morumbi,0
2018,92,2018-06-06,Barradão,1
2018,93,2018-06-06,Estádio Nilton Santos,0
2018,94,2018-06-06,Neo Química Arena,2
2018,95,2018-06-06,Adelmar da Costa Carvalho,1
2018,96,2018-06-06,Arena do Grêmio,2
2018,97,2018-06-06,Mineirão,2
2018,98,2018-06-07,Vila Capanema,1
2018,99,2018-06-07,Estádio Nacional de Brasília,2
2018,100,2018-06-07,Estádio Raimundo Sampaio,4
2018,101,2018-06-09,Estádio Joaquim Américo Guimarães,1
2018,102,2018-06-09,Arena Condá,2
2018,103,2018-06-09,Estádio Vasco da Gama,5
2018,104,2018-06-09,Neo Química Arena,0
2018,105,2018-06-10,Estádio Raimundo Sampaio,7
2018,106,2018-06-10,Itaipava Arena Fonte Nova,6
2018,107,2018-06-10,Arena do Grêmio,1
2018,108,2018-06-10,Arena Castelão,4
2018,109,2018-06-10,Maracanã,2
2018,110,2018-06-10,Estádio Urbano Caldeira,3
2018,111,2018-06-12,Morumbi,3
2018,112,2018-06-13,Estádio Raimundo Sampaio,0
2018,113,2018-06-13,Maracanã,1
2018,114,2018-06-13,Adelmar da Costa Carvalho,0
2018,115,2018-06-13,Vila Capanema,2
2018,116,2018-06-13,Allianz Parque,2
2018,117,2018-06-13,Estádio Nilton Santos,2
2018,118,2018-06-13,Itaipava Arena Fonte Nova,1
2018,119,2018-06-13,Estádio José Pinheiro Borda,4
2018,120,2018-06-13,Estádio Raimundo Sampaio,3
2018,121,2018-07-18,Estádio Presidente Vargas,1
2018,122,2018-07-18,Barradão,1
2018,123,2018-07-18,Neo Química Arena,2
2018,124,2018-07-18,Arena do Grêmio,2
2018,125,2018-07-18,Maracanã,1
2018,126,2018-07-19,Arena Condá,2
2018,127,2018-07-19,Mineirão,4
2018,128,2018-07-19,Estádio Vasco da Gama,2
2018,129,2018-07-19,Estádio Municipal Paulo Machado de Carvalho,2
2018,130,2018-07-19,Estádio Joaquim Américo Guimarães,4
2018,131,2018-07-21,Maracanã,2
2018,132,2018-07-21,Morumbi,4
2018,133,2018-07-22,Estádio Vasco da Gama,1
2018,134,2018-07-22,Allianz Parque,5
2018,135,2018-07-22,Vila Capanema,1
2018,136,2018-07-22,Itaipava Arena Fonte Nova,5
2018,137,2018-07-22,Adelmar da Costa Carvalho,3
2018,138,2018-07-22,Mineirão,3
2018,139,2018-07-22,Arena Condá,0
2018,140,2018-07-23,Estádio José Pinheiro Borda,1
2018,141,2018-07-25,Maracanã,1
2018,142,2018-07-25,Estádio Raimundo Sampaio,2
2018,143,2018-07-25,Neo Química Arena,2
2018,144,2018-07-25,Estádio Urbano Caldeira,2
2018,145,2018-07-26,Estádio Nilton Santos,1
2018,146,2018-07-26,Barradão,1
2018,147,2018-07-26,Arena do Grêmio,3
2018,148,2018-07-26,Estádio Raimundo Sampaio,3
2018,149,2018-08-29,Estádio Presidente Vargas,2
2018,150,2018-08-29,Estádio Joaquim Américo Guimarães,1
2018,151,2018-07-28,Estádio Presidente Vargas,1
2018,152,2018-07-29,Allianz Parque,3
2018,153,2018-07-29,Estádio Nacional de Brasília,5
2018,154,2018-07-29,Maracanã,5
2018,155,2018-07-29,Estádio Joaquim Américo Guimarães,4
2018,156,2018-07-29,Estádio José Pinheiro Borda,3
2018,157,2018-07-29,Mineirão,2
2018,158,2018-07-29,Estádio Urbano Caldeira,1
2018,159,2018-07-29,Arena Condá,2
2018,160,2018-07-30,Itaipava Arena Fonte Nova,4
2018,161,2018-08-04,Estádio Nilton Santos,0
2018,162,2018-08-04,Arena do Grêmio,2
2018,163,2018-08-04,Neo Química Arena,0
2018,164,2018-08-05,Barradão,2
2018,165,2018-08-05,Vila Capanema,1
2018,166,2018-08-05,Estádio Raimundo Sampaio,0
2018,167,2018-08-05,Morumbi,3
2018,168,2018-08-05,Maracanã,2
2018,169,2018-08-05,Adelmar da Costa Carvalho,2
2018,170,2018-08-06,Estádio Raimundo Sampaio,1
2018,171,2018-08-08,Estádio Presidente Vargas,2
2018,172,2018-08-22,Itaipava Arena Fonte Nova,1
2018,173,2018-08-22,Vila Capanema,2
2018,174,2018-08-22,Allianz Parque,2
2018,175,2018-08-22,Adelmar da Costa Carvalho,2
2018,176,2018-08-22,Maracanã,1
2018,177,2018-08-22,Arena do Grêmio,2
2018,178,2018-08-23,Maracanã,1
2018,179,2018-08-23,Estádio Raimundo Sampaio,0
2018,180,2018-09-13,Arena Condá,3
2018,181,2018-08-11,Estádio Presidente Vargas,0
2018,182,2018-08-11,Itaipava Arena Fonte Nova,1
2018,183,2018-08-12,Vila Capanema,2
2018,184,2018-08-12,Estádio Raimundo Sampaio,4
2018,185,2018-08-12,Adelmar da Costa Carvalho,4
2018,186,2018-08-12,Maracanã,1
2018,187,2018-08-12,Arena Condá,3
2018,188,2018-08-12,Arena do Grêmio,4
2018,189,2018-08-12,Allianz Parque,1
2018,190,2018-08-13,Maracanã,3
2018,191,2018-08-18,Estádio Urbano Caldeira,3
2018,192,2018-08-18,Neo Química Arena,1
2018,193,2018-08-19,Estádio Joaquim Américo Guimarães,3
2018,194,2018-08-19,Estádio José Pinheiro Borda,1
2018,195,2018-08-19,Barradão,3
2018,196,2018-08-19,Estádio Nilton Santos,3
2018,197,2018-08-19,Mineirão,2
2018,198,2018-08-19,Estádio Raimundo Sampaio,0
2018,199,2018-08-19,Morumbi,2
2018,200,2018-08-20,Estádio Vasco da Gama,2
2018,201,2018-08-25,Estádio Urbano Caldeira,2
2018,202,2018-08-25,Neo Química Arena,1
2018,203,2018-08-25,Estádio Joaquim Américo Guimarães,3
2018,204,2018-08-25,Mineirão,3
2018,205,2018-08-25,Estádio Nilton Santos,2
2018,206,2018-08-26,Morumbi,1
2018,207,2018-08-26,Estádio Raimundo Sampaio,4
2018,208,2018-08-26,Estádio José Pinheiro Borda,0
2018,209,2018-08-26,Barradão,1
2018,210,2018-08-26,Estádio Vasco da Gama,4
2018,211,2018-09-01,Barradão,1
2018,212,2018-09-01,Arena do Grêmio,4
2018,213,2018-09-01,Maracanã,3
2018,214,2018-09-01,Neo Química Arena,2
2018,215,2018-09-02,Maracanã,1
2018,216,2018-09-02,Estádio Joaquim Américo Guimarães,2
2018,217,2018-09-02,Adelmar da Costa Carvalho,1
2018,218,2018-09-02,Morumbi,2
2018,219,2018-09-02,Mineirão,0
2018,220,2018-09-02,Arena Condá,3
2018,221,2018-09-05,Itaipava Arena Fonte Nova,2
2018,222,2018-09-05,Estádio Nilton Santos,2
2018,223,2018-09-05,Arena Castelão,3
2018,224,2018-09-05,Allianz Parque,2
2018,225,2018-09-05,Vila Capanema,2
2018,226,2018-09-05,Estádio Raimundo Sampaio,1
2018,227,2018-09-05,Estádio José Pinheiro Borda,3
2018,228,2018-09-06,Estádio Municipal Paulo Machado de Carvalho,0
2018,229,2018-09-06,Maracanã,0
2018,230,2018-09-06,Estádio Raimundo Sampaio,3
2018,231,2018-09-08,Adelmar da Costa Carvalho,0
2018,232,2018-09-08,Morumbi,1
2018,233,2018-09-08,Maracanã,2
2018,234,2018-09-09,Estádio Raimundo Sampaio,0
2018,235,2018-09-09,Allianz Parque,1
2018,236,2018-09-09,Maracanã,1
2018,237,2018-09-09,Estádio José Pinheiro Borda,1
2018,238,2018-09-09,Vila Capanema,2
2018,239,2018-09-09,Barradão,1
2018,240,2018-09-10,Estádio Raimundo Sampaio,4
2018,241,2018-09-15,Arena Castelão,2
2018,242,2018-09-15,Arena do Grêmio,2
2018,243,2018-09-15,Estádio Nacional de Brasília,2
2018,244,2018-09-16,Estádio Nilton Santos,1
2018,245,2018-09-16,Mineirão,0
2018,246,2018-09-16,Itaipava Arena Fonte Nova,2
2018,247,2018-09-16,Estádio Joaquim Américo Guimarães,4
2018,248,2018-09-16,Estádio Urbano Caldeira,0
2018,249,2018-09-16,Neo Química Arena,3
2018,250,2018-09-17,Arena Condá,3
2018,251,2018-09-22,Morumbi,2
2018,252,2018-09-23,Arena do Grêmio,5
2018,253,2018-09-23,Estádio Joaquim Américo Guimarães,3
2018,254,2018-09-23,Maracanã,3
2018,255,2018-09-23,Neo Química Arena,2
2018,256,2018-09-23,Adelmar da Costa Carvalho,1
2018,257,2018-09-23,Barradão,7
2018,258,2018-09-23,Mineirão,3
2018,259,2018-09-24,Arena Condá,3
2018,260,2018-09-24,Estádio Vasco da Gama,3
2018,261,2018-09-29,Estádio Nilton Santos,1
2018,262,2018-09-29,Estádio Raimundo Sampaio,0
2018,263,2018-09-29,Itaipava Arena Fonte Nova,0
2018,264,2018-09-30,Estádio Municipal Paulo Machado de Carvalho,4
2018,265,2018-09-30,Estádio Raimundo Sampaio,7
2018,266,2018-09-30,Estádio Urbano Caldeira,1
2018,267,2018-09-30,Estádio Nilton Santos,4
2018,268,2018-09-30,Estádio José Pinheiro Borda,3
2018,269,2018-09-30,Arena Castelão,4
2018,270,2018-10-01,Vila Capanema,2
2018,271,2018-10-05,Adelmar da Costa Carvalho,3
2018,272,2018-10-05,Neo Química Arena,3
2018,273,2018-10-05,Barradão,1
2018,274,2018-10-06,Estádio Joaquim Américo Guimarães,4
2018,275,2018-10-06,Arena Condá,1
2018,276,2018-10-06,Morumbi,2
2018,277,2018-10-06,Arena do Grêmio,4
2018,278,2018-10-08,Maracanã,4
2018,279,2018-10-09,Estádio Nilton Santos,2
2018,280,2018-10-24,Mineirão,2
2018,281,2018-10-13,Maracanã,3
2018,282,2018-10-13,Estádio Municipal Paulo Machado de Carvalho,1
2018,283,2018-10-13,Estádio de Pituaçu,2
2018,284,2018-10-14,Arena Condá,1
2018,285,2018-10-14,Estádio Vasco da Gama,2
2018,286,2018-10-14,Estádio José Pinheiro Borda,4
2018,287,2018-10-14,Estádio Municipal Paulo Machado de Carvalho,2
2018,288,2018-10-14,Estádio Raimundo Sampaio,0
2018,289,2018-10-14,Estádio Joaquim Américo Guimarães,4
2018,290,2018-10-15,Arena Castelão,0
2018,291,2018-10-20,Estádio Raimundo Sampaio,2
2018,292,2018-10-20,Estádio Nilton Santos,1
2018,293,2018-10-20,Morumbi,0
2018,294,2018-10-20,Adelmar da Costa Carvalho,3
2018,295,2018-10-21,Barradão,4
2018,296,2018-10-21,Estádio Nilton Santos,1
2018,297,2018-10-21,Estádio Municipal Paulo Machado de Carvalho,3
2018,298,2018-10-21,Estádio Raimundo Sampaio,3
2018,299,2018-10-21,Vila Capanema,4
2018,300,2018-10-22,Estádio José Pinheiro Borda,4
2018,301,2018-10-26,Barradão,1
2018,302,2018-10-26,Estádio Vasco da Gama,2
2018,303,2018-10-27,Estádio Urbano Caldeira,3
2018,304,2018-10-27,Arena do Grêmio,7
2018,305,2018-10-27,Neo Química Arena,3
2018,306,2018-10-27,Arena Condá,1
2018,307,2018-10-27,Maracanã,2
2018,308,2018-10-27,Mineirão,4
2018,309,2018-10-27,Estádio Joaquim Américo Guimarães,3
2018,310,2018-10-29,Arena Castelão,3
2018,311,2018-11-03,Maracanã,1
2018,312,2018-11-03,Estádio Raimundo Sampaio,1
2018,313,2018-11-03,Allianz Parque,5
2018,314,2018-11-04,Estádio Raimundo Sampaio,3
2018,315,2018-11-04,Vila Capanema,2
2018,316,2018-11-04,Morumbi,4
2018,317,2018-11-04,Estádio Nilton Santos,1
2018,318,2018-11-04,Estádio José Pinheiro Borda,3
2018,319,2018-11-04,Itaipava Arena Fonte Nova,1
2018,320,2018-11-05,Adelmar da Costa Carvalho,1
2018,321,2018-11-10,Estádio Raimundo Sampaio,1
2018,322,2018-11-10,Neo Química Arena,2
2018,323,2018-11-10,Estádio Nilton Santos,3
2018,324,2018-11-10,Estádio Joaquim Américo Guimarães,2
2018,325,2018-11-11,Barradão,4
2018,326,2018-11-11,Arena Castelão,2
2018,327,2018-11-11,Estádio Raimundo Sampaio,2
2018,328,2018-11-11,Arena do Grêmio,3
2018,329,2018-11-11,Maracanã,0
2018,330,2018-11-12,Estádio Municipal Paulo Machado de Carvalho,1
2018,331,2018-11-14,Estádio Vasco da Gama,2
2018,332,2018-11-14,Itaipava Arena Fonte Nova,3
2018,333,2018-11-14,Vila Capanema,1
2018,334,2018-11-14,Adelmar da Costa Carvalho,0
2018,335,2018-11-14,Allianz Parque,3
2018,336,2018-11-14,Mineirão,1
2018,337,2018-11-15,Arena Condá,1
2018,338,2018-11-15,Maracanã,1
2018,339,2018-11-15,Morumbi,2
2018,340,2018-11-15,Estádio José Pinheiro Borda,2
2018,341,2018-11-17,Neo Química Arena,1
2018,342,2018-11-17,Barradão,3
2018,343,2018-11-17,Estádio Raimundo Sampaio,1
2018,344,2018-11-18,Estádio do Café,2
2018,345,2018-11-18,Estádio Raimundo Sampaio,3
2018,346,2018-11-18,Adelmar da Costa Carvalho,1
2018,347,2018-11-18,Estádio Nilton Santos,1
2018,348,2018-11-18,Morumbi,1
2018,349,2018-11-18,Arena do Grêmio,2
2018,350,2018-11-19,Maracanã,0
2018,351,2018-11-21,Estádio José Pinheiro Borda,3
2018,352,2018-11-21,Estádio Urbano Caldeira,2
2018,353,2018-11-21,Estádio Joaquim Américo Guimarães,1
2018,354,2018-11-21,Allianz Parque,4
2018,355,2018-11-21,Maracanã,2
2018,356,2018-11-21,Mineirão,3
2018,357,2018-11-22,Estádio Vasco da Gama,2
2018,358,2018-11-22,Arena Castelão,1
2018,359,2018-11-22,Itaipava Arena Fonte Nova,2
2018,360,2018-11-22,Arena Condá,3
2018,361,2018-11-24,Estádio Urbano Caldeira,5
2018,362,2018-11-25,Estádio Joaquim Américo Guimarães,4
2018,363,2018-11-25,Mineirão,2
2018,364,2018-11-25,Barradão,0
2018,365,2018-11-25,Estádio Vasco da Gama,1
2018,366,2018-11-25,Estádio José Pinheiro Borda,2
2018,367,2018-11-25,Estádio Raimundo Sampaio,1
2018,368,2018-11-25,Neo Química Arena,0
2018,369,2018-11-26,Estádio Nilton Santos,3
2018,370,2018-11-26,Morumbi,0
2018,371,2018-12-01,Maracanã,3
2018,372,2018-12-01,Estádio Raimundo Sampaio,1
2018,373,2018-12-02,Arena Castelão,0
2018,374,2018-12-02,Arena do Grêmio,1
